"","text"
"326"," yang butuh sertivikat vaksin tan harus suntik tembus duli lindungi bisa dm saya bebas vaksin   bisa semua"
"327"," peduli lindungi bangchan kak "
"328"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"329"," untuk booster cukumenunjukan aikasi duli lindungi aj kan min"
"330"," duli lindungi "
"331"," kementerian kesehatan ri mewajibkan warga negara asing untuk mengunduh aikasi duli lindungi untuk memantau rgerakan"
"332","kementerian kesehatan ri mewajibkan warga negara asing untuk mengunduh aikasi duli lindungi untuk memantau rg "
"333"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"334"," wah sorry kak aku kurang merhatiin wajib vaksin engganya itu cuma scan duli lindungi buat check in aja"
"335","adjem kirain nunjukin duli lindungibegal nya udah vaksin booster"
"336","on jasa joki vaksin  sam boosteroses cet blm rnah vaksin bisa langsung full dosis tan menunggu la "
"337","fionyjkt  peduli lindungi marshaaa marshajkt"
"338"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"339","fionyjkt peduli lindungi marsha "
"340","fionyjkt tolong jangan anehjangan sami ada duli lindungi marsha"
"341","ini duli lindungi ye dah anjing gue udah negatif dibilang sitif mulu ngeribetin aja"
"342","  di duli lindungi bisa bikin grugaksi hahaha"
"343","baco yah dia itu gak ngamuk wong dia juga gak duli dg jokowi dia cuma car alias menjilat j "
"344"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"345"," min kalo udah booster ta gak install duli lindungi boleh naik kereta  "
"346"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"347"," jangan lu duli lindungi"
"348","yuk mulai sekarang sama sama saling lindungi dan duli akan kesehatan cometogether"
"349"," naik onta aja ga diriksa duli lindungi"
"350","butuh sertif vaksin tan vaksin bisa joki vaksin aja jasa vaksin dengan harga termurah dibayar setelah sertif ma "
"351","halo ka butuh sertif vaksin tembus duli lindungi ta gausah vaksin aku bisa murah aja dibayar setelah sertifika "
"352","lagi lagi buka peduli lindungi malah buka twitter kalo ngga traveloka "
"353"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"354"," tolong lah kai kalo memang nik sudah terkoneksi dengan duli lindungi jangan diloloskan kalo b "
"355","aikasi duli lindungi masih keke a tidak"
"356","sabila selamat siang syarat naik ka kamandaka wajib sudah mendatkan vaksinasi minimal dosis rtama bisa "
"357","gue liat da gk antigen gk vaksin x bahkan gausa duli lindungi bahkan gake masker full di temt indoor yg "
"358"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"359"," sama kayak ke hotel kemarin nih di santika premiere tetadisuruh scan peduli lindungi harus udah "
"360"," art saya kemarin booster di skesmas gamng kok cukutunjukkan ktdan duli lindungi antri nggak "
"361","personil sat polairud polres pangkalnang giat himbauan prokes keda masyarakat setar tpi ketang pangkalnan "
"362"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"363"," numng tanya lagi bagaimana kalau secara medis belum boleh di vaksinakah ada oion lain sela "
"364","aku masih buka ya kak untuk jasa tembak vaksinjoki vaksin yuk buat yang lagi cari info vaksin bisa ke aku legal "
"365"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"366"," peduli lindungi noh"
"367"," lucu rasanya melihat tweet beginianjumlah nduduk indonesia dibawah jt ta data nama akun peduli "
"368"," numng tanya bagaimana dg numng yg sudah vaksin dosis  ta sertifikatnya blm muncul sm "
"369"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"370"," emang lo kebangetan tinggal cek duli lindungi lo sebangsa manula sti sdh dat undanga "
"371"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"372"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"373"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"374","daks mau tanya cik ai ke tsm kudu scan duli lindungi dan kudu ges booster"
"375"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"376","swedia menawarkan teknologi microchidemi peduli lindungi versi swedia kekinianpertanyaannya anda yang nurut se "
"377"," duli lindungi  dibacanya "
"378"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"379"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"380"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"381"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"382","aank kerdil sekali menteri ributin analog vs digital emang g ada lagi yg lebih urg "
"383"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"384"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"385","serius nanya akukan udh booster dari bulan seember ya tdi duli lindungi ga munculmuncul sertifnya itu emng selama itukah"
"386"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"387"," kalo mau masuk ke rsnas ga rlu registrasi kok kak cukuscan barcode duli lindungi di ntu ma "
"388"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"389"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"390"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"391"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"392","badjingan iki lak gak ono masalah iso ndelok neckdeesek asuuuu kesusu mulehhh kenek masalah gak ngecek info kon "
"393"," kamu duli bgt sam lindungi aku gitu jadi enak"
"394"," dat aikasi duli lindungi"
"395"," fungsi label bpa galon bekas kai kalau mereka tolak sama aja gak duli kesehatan masyarakat dong"
"396","me boarding kpenjaga ktasli lihatme la itu di kai access nya kan ada k data sayapenjaga iyaa kta "
"397"," masih ke duli lindungi ya dah lama ga keluar"
"398"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"399"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"400","orderan nding tadi malam sudah done jangan lu cek like dan follow  jasa tembak joki "
"401"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"402"," jasa tembak vaksin bayar setelah tembus a duli lindungi"
"403"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"404"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"405"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"406","dosis  jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus d "
"407","perbaikan done jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus "
"408","perbaikan done jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus "
"409"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"410"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"411"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"412"," akah sudah nya tiket vaksin di duli lindungi harus ada tiketnya dulu kak"
"413","soe ketentuan booster dan scan a duli lindungi yaa kaa"
"414"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"415"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"416"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"417"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"418"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"419"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"420"," jika sertifikat vaksin booster belum muncul di duli lindungi silakan tunjukkan buktinya dalam bentuk tercetak ya kak trims"
"421"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"422"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"423"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"424"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"425","dok kalau hasil tes cvid sitif kan kalo di duli lindungi ada waktu isoman  hari trus kalo udah  biasa lag "
"426","soll info syarat naik krl solo jogja ke duli lindungi ga ya tyimaaci"
"427"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"428"," mau login tnomer yg dike di duli lindungi udah ga dike di wa dan kartu simnya udh lama ilang cara ganti "
"429"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"430","setiyono padahal minta ss duli lindungi ka batur tingalikeun weh"
"431","hudh jd kebutuhan imer bgt ya skrg hrusak mau benerin ke service center di mall aja kudu debat dl sm satm "
"432","wahyudi gsmanfaatnya apaa woi bilangnya ncak covid ini malah nguml "
"433"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"434","peduli lindungi ki due masalah o to ro akuu angellll"
"435","hasil jeetan dari ra ra scan barcode duli lindungi wkwk "
"436"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"437","sini yang butuh sertifikat vaksin dosis ambooster bisa langsung dm aku yaa oses cet aman rmanen tembus "
"438"," peduli lindungi duli sama kau l"
"439"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"440","personil sat polairud polres pangkalnang giat himbauan prokes keda masyarakat setar tpi ketang pangkalnan "
"441","scandrel nya bisa diganti scan duli lindungi aja gak "
"442"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"443"," siamelindungi mmi duli lindungi "
"444"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"445"," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"446"," udh dianggenyakit biasa tadzudh gak ada yg dulikecuali duli lindungi"
"447","lah katanya gbk ga boleh ada kegiatan acara tkoq skrg ada acara nguml kayak gini wajib ke duli lindungi "
"448","ini covid naik lagi yhh masuk st dah disuruh scan duli lindungi lagihl kmrin udh semt g dirhatiin scan a blm"
"449","data duli lindungi goblok bgt sih yg ngolah ntes gamng bocor"
"450"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"451","kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"452","hati hati ges yang nya duli lindungi dan mypertamina rawan smcontohnya ini "
"453"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"454","ini kok aneeh kan aku ada rencana mau booster minggu ini terus cek duli lindungi kok uda tervaksin aja yg boost "
"455"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"456"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"457"," kominfo dan bssn data di peduli lindungi aman karena keamananya berlas dan dienkriisekarang sebanyak  milyar data"
"458","jog nonton bioskomasih kai scan duli lindungi ga"
"459"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"460"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"461"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"462"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"463"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"464"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"465"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"466"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"467"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"468","pengen nonton keramat  sekarang kalo ke xxi masih harus scan duli lindungi gak sih kalo baru vaksin sam ke  boleh gak ya "
"469"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"470"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"471"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"472"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"473"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"474"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"475"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"476"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"477"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"478"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"479"," ganya akun my rtamina ganya akun duli lindungi wkwk"
"480"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"481"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"482"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"483","peduli lindungi dah gak hitam "
"484"," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
