"","klasifikasi","score","text"
"281","Positif",1,"gue vaksin kemarin siang nga data nya belom masuk duli lindungi si"
"282","Netral",0,"t untuk vaksin dosis rtamabelum vaksin maka belum bisa melakukan nerbangan serta menggunakan aikasi "
"283","Netral",0," untuk vaksin dosis rtamabelum vaksin maka belum bisa melakukan nerbangan serta menggunakan aikasi "
"284","Negatif",-1," jae janludonlot duli lindungi ya"
"285","Positif",1,"anj bgt satm stasiun w lg buru tiba distosuruh scan duli lindungi trs s w lg download dia nyuruh w masuk "
"286","Netral",0," kartu vaksin di duli lindungi kak wajib udah booster gak rlu lagi tunjukin surat swab atau pcr"
"287","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"288","Netral",0," akah muka saya terlihat duli lindungi "
"289","Netral",0,"graciajkt itu maksudnya sekarang waktu yang tet buat peduli lindungi cigre"
"290","Netral",0," duli lindungi extra"
"291","Negatif",-1,"akhirnya bsa daftar jga di duli lindungi semlm mikirin ko nik sma namaku engga valid ternyata ada gangguan kyknya "
"292","Netral",0," kmrn gawoktugu gake scan duli lindungi kak"
"293","Negatif",-1," silahkan kalo ada keluh kesah kritikan kekecewaan masukan atau a n itu disamikan ke omoto "
"294","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"295","Netral",0," pake duli lindungi kak nanti di lindungi"
"296","Negatif",-3," rest istu narkoba musuh kita bersamamari kita duli dan berbuat sesuatumari kita lindungi dir"
"297","Negatif",-1,"jasa tembak sertifikat vaksin dosis  boosterbooster ksa vaksin belum waktunya sinoram gotong "
"298","Netral",0,"permana levvinne id iya takutnya s di swab covid lagian s scan duli lindun "
"299","Negatif",-1,"personil sat polairud polres pangkalnang giat himbauan prokes keda masyarakat setar tpi ketang pangkalnan "
"300","Netral",0," bull cibi harus vaksin donload duli lindungi scan dulu sebelum masuk mall a itu ga bik"
"301","Netral",0," bull cibi harus vaksin donload duli lindungi scan dulu sebelum masuk mall a itu ga bik"
"302","Positif",1,"cibi harus vaksin donload duli lindungi scan dulu sebelum masuk mall a "
"303","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"304","Positif",1," halo kak himayah untuk regulasi terkini rute domestik sesuai se satgas covid no  tahun  "
"305","Negatif",-1,"  nego k kurang tau k kayaknya yg nting sehat ama scan duli lindungi"
"306","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"307","Negatif",-1," orasional setiahari kul  khuus numng diutamakan bagi numng garuda dan citi "
"308","Netral",0," syarat vaksin ada lagi duli lindungi dike lagi bukan rtanda baik"
"309","Positif",1,"haesoo shier maju ling den buat lindungi hn dari fans jisoo yg dibilang toxic tgatau kalo jisoo dihate sma "
"310","Netral",0,"syarat vaksin ada lagi duli lindungi dike lagi bukan rtanda baik"
"311","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"312","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"313","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"314","Negatif",-1,"jasa joki vaksin  sami booster tembus duli lindungi juga melayani vaksin sinoarmgotong royong belum "
"315","Negatif",-3,"daftar duli lindungi di ln susah bingit ya s klik daftar selalu muncul  nik dan nama hrs sesuai lah emang "
"316","Negatif",-1," mgen krl an rlu scan duli lindungi nga ya udh vaksin x sih aku"
"317","Positif",1," bisaa masuk duli lindungi"
"318","Netral",0," pakek duli lindungi"
"319","Netral",0,"graciajkt peduli lindungi ci gre"
"320","Positif",1,"dear di usul alikasi peduli lindungi di bikin serti ini "
"321","Netral",0," iya akhirnya saya menunjukan bukti booster via website duli lindungi"
"322","Netral",0," hallo saya mau tanya di sistem duli lindungi ayah saya sudah chek list vaksin booster ta saat ceta "
"323","Positif",2," benar kak da saat oses boarding dat menunjukkan bukti vaksin booster via aikasi peduli lindungi "
"324","Netral",0,"fionyjkt peduli lindungi marsha "
"325","Netral",0,"dharmi gak bisa buka aikasi peduli lindungi nya yang untuk lihat voucher vaksin"
"326","Positif",1," yang butuh sertivikat vaksin tan harus suntik tembus duli lindungi bisa dm saya bebas vaksin   bisa semua"
"327","Netral",0," peduli lindungi bangchan kak "
"328","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"329","Netral",0," untuk booster cukumenunjukan aikasi duli lindungi aj kan min"
"330","Netral",0," duli lindungi "
"331","Netral",0," kementerian kesehatan ri mewajibkan warga negara asing untuk mengunduh aikasi duli lindungi untuk memantau rgerakan"
"332","Netral",0,"kementerian kesehatan ri mewajibkan warga negara asing untuk mengunduh aikasi duli lindungi untuk memantau rg "
"333","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"334","Netral",0," wah sorry kak aku kurang merhatiin wajib vaksin engganya itu cuma scan duli lindungi buat check in aja"
"335","Netral",0,"adjem kirain nunjukin duli lindungibegal nya udah vaksin booster"
"336","Netral",0,"on jasa joki vaksin  sam boosteroses cet blm rnah vaksin bisa langsung full dosis tan menunggu la "
"337","Netral",0,"fionyjkt  peduli lindungi marshaaa marshajkt"
"338","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"339","Netral",0,"fionyjkt peduli lindungi marsha "
"340","Netral",0,"fionyjkt tolong jangan anehjangan sami ada duli lindungi marsha"
"341","Negatif",-2,"ini duli lindungi ye dah anjing gue udah negatif dibilang sitif mulu ngeribetin aja"
"342","Positif",1,"  di duli lindungi bisa bikin grugaksi hahaha"
"343","Netral",0,"baco yah dia itu gak ngamuk wong dia juga gak duli dg jokowi dia cuma car alias menjilat j "
"344","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"345","Negatif",-1," min kalo udah booster ta gak install duli lindungi boleh naik kereta  "
"346","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"347","Netral",0," jangan lu duli lindungi"
"348","Negatif",-2,"yuk mulai sekarang sama sama saling lindungi dan duli akan kesehatan cometogether"
"349","Negatif",-1," naik onta aja ga diriksa duli lindungi"
"350","Positif",1,"butuh sertif vaksin tan vaksin bisa joki vaksin aja jasa vaksin dengan harga termurah dibayar setelah sertif ma "
"351","Netral",0,"halo ka butuh sertif vaksin tembus duli lindungi ta gausah vaksin aku bisa murah aja dibayar setelah sertifika "
"352","Netral",0,"lagi lagi buka peduli lindungi malah buka twitter kalo ngga traveloka "
"353","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"354","Netral",0," tolong lah kai kalo memang nik sudah terkoneksi dengan duli lindungi jangan diloloskan kalo b "
"355","Negatif",-1,"aikasi duli lindungi masih keke a tidak"
"356","Positif",2,"sabila selamat siang syarat naik ka kamandaka wajib sudah mendatkan vaksinasi minimal dosis rtama bisa "
"357","Netral",0,"gue liat da gk antigen gk vaksin x bahkan gausa duli lindungi bahkan gake masker full di temt indoor yg "
"358","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"359","Netral",0," sama kayak ke hotel kemarin nih di santika premiere tetadisuruh scan peduli lindungi harus udah "
"360","Netral",0," art saya kemarin booster di skesmas gamng kok cukutunjukkan ktdan duli lindungi antri nggak "
"361","Negatif",-1,"personil sat polairud polres pangkalnang giat himbauan prokes keda masyarakat setar tpi ketang pangkalnan "
"362","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"363","Netral",0," numng tanya lagi bagaimana kalau secara medis belum boleh di vaksinakah ada oion lain sela "
"364","Negatif",-1,"aku masih buka ya kak untuk jasa tembak vaksinjoki vaksin yuk buat yang lagi cari info vaksin bisa ke aku legal "
"365","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"366","Netral",0," peduli lindungi noh"
"367","Netral",0," lucu rasanya melihat tweet beginianjumlah nduduk indonesia dibawah jt ta data nama akun peduli "
"368","Netral",0," numng tanya bagaimana dg numng yg sudah vaksin dosis  ta sertifikatnya blm muncul sm "
"369","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"370","Netral",0," emang lo kebangetan tinggal cek duli lindungi lo sebangsa manula sti sdh dat undanga "
"371","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"372","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"373","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"374","Netral",0,"daks mau tanya cik ai ke tsm kudu scan duli lindungi dan kudu ges booster"
"375","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"376","Netral",0,"swedia menawarkan teknologi microchidemi peduli lindungi versi swedia kekinianpertanyaannya anda yang nurut se "
"377","Netral",0," duli lindungi  dibacanya "
"378","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"379","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"380","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"381","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"382","Netral",0,"aank kerdil sekali menteri ributin analog vs digital emang g ada lagi yg lebih urg "
"383","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"384","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"385","Negatif",-3,"serius nanya akukan udh booster dari bulan seember ya tdi duli lindungi ga munculmuncul sertifnya itu emng selama itukah"
"386","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"387","Positif",1," kalo mau masuk ke rsnas ga rlu registrasi kok kak cukuscan barcode duli lindungi di ntu ma "
"388","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"389","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"390","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"391","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"392","Netral",0,"badjingan iki lak gak ono masalah iso ndelok neckdeesek asuuuu kesusu mulehhh kenek masalah gak ngecek info kon "
"393","Positif",1," kamu duli bgt sam lindungi aku gitu jadi enak"
"394","Netral",0," dat aikasi duli lindungi"
"395","Negatif",-2," fungsi label bpa galon bekas kai kalau mereka tolak sama aja gak duli kesehatan masyarakat dong"
"396","Netral",0,"me boarding kpenjaga ktasli lihatme la itu di kai access nya kan ada k data sayapenjaga iyaa kta "
"397","Negatif",-2," masih ke duli lindungi ya dah lama ga keluar"
"398","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"399","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"400","Negatif",-1,"orderan nding tadi malam sudah done jangan lu cek like dan follow  jasa tembak joki "
"401","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"402","Netral",0," jasa tembak vaksin bayar setelah tembus a duli lindungi"
"403","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"404","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"405","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"406","Negatif",-1,"dosis  jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus d "
"407","Netral",0,"perbaikan done jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus "
"408","Netral",0,"perbaikan done jangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus "
"409","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"410","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"411","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"412","Positif",1," akah sudah nya tiket vaksin di duli lindungi harus ada tiketnya dulu kak"
"413","Negatif",-1,"soe ketentuan booster dan scan a duli lindungi yaa kaa"
"414","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"415","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"416","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"417","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"418","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"419","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"420","Negatif",-3," jika sertifikat vaksin booster belum muncul di duli lindungi silakan tunjukkan buktinya dalam bentuk tercetak ya kak trims"
"421","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"422","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"423","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"424","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"425","Netral",0,"dok kalau hasil tes cvid sitif kan kalo di duli lindungi ada waktu isoman  hari trus kalo udah  biasa lag "
"426","Netral",0,"soll info syarat naik krl solo jogja ke duli lindungi ga ya tyimaaci"
"427","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"428","Negatif",-4," mau login tnomer yg dike di duli lindungi udah ga dike di wa dan kartu simnya udh lama ilang cara ganti "
"429","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"430","Netral",0,"setiyono padahal minta ss duli lindungi ka batur tingalikeun weh"
"431","Netral",0,"hudh jd kebutuhan imer bgt ya skrg hrusak mau benerin ke service center di mall aja kudu debat dl sm satm "
"432","Netral",0,"wahyudi gsmanfaatnya apaa woi bilangnya ncak covid ini malah nguml "
"433","Positif",1," kuntilanak yg mau nongkrong disuruh login duli lindungi dulu "
"434","Netral",0,"peduli lindungi ki due masalah o to ro akuu angellll"
